Transaction Date,Transaction Amount,Merchant,User ID,Full Name,Product Category
2024-12-29,30.39,Ray-Sullivan,USER__021,Michelle Kim,
2024-12-01,191.58,Brown-Taylor,USER__084,Tammy Williams,
2024-10-01,83.9,Alexander-Harris,USER__086,Joshua Burgess,
2024-11-08,154.02,Cantrell Group,USER__087,Mary Pittman,
2024-09-10,151.31,Brown and Sons,USER__025,Ashley Carr,
2024-09-12,232.77,"Velasquez, Tucker and James",USER__090,Christina Ellis,
2024-09-09,74.58,Gonzalez and Sons,USER__091,Martha Gonzales,
2024-10-09,41.24,Clark-Phillips,USER__167,Alejandro Reed,
2024-09-05,147.56,Chang-Gonzalez,USER__134,Amber Taylor,
2025-01-05,133.84,Mccann-Mckinney,USER__027,Michael Hines,
2024-11-03,2424.42,Li PLC,USER__028,David Morrison,
2024-11-24,664.82,"Allison, Gallagher and Koch",USER__093,Nicholas Jones,
2024-12-16,185.71,Davis-Berry,USER__031,Douglas Martin,
2025-01-04,45.7,Carr-James,USER__168,Aaron Mckee,
2024-10-13,315.09,Anderson Inc,USER__169,Kurt Dennis,
2024-12-05,871.12,Price LLC,USER__170,Timothy Collier,
2024-11-16,312.26,Collins-Peters,USER__099,Joy Padilla,
2024-11-21,327.29,"Martinez, Alvarez and Krueger",USER__138,Carol Wilson,
2024-11-30,255.58,"Anderson, Murphy and King",USER__100,Lawrence Williams,
2024-11-07,1864.18,Mcclain-Hess,USER__033,Andrew Armstrong,
2024-09-16,89.65,Nguyen-Stephenson,USER__171,Nicole Peterson,
2024-12-10,166.51,Manning PLC,USER__172,Stephanie Miller,
2024-09-10,88.29,"Watkins, Lewis and Reed",USER__140,Derek Thompson,
2024-11-02,64.82,Jackson-Sanders,USER__141,Hector Saunders,
2024-09-17,182.1,Clark LLC,USER__142,Jesse Clark,
2024-09-18,140.96,Lee Group,USER__143,Rebecca Gamble,
2024-09-02,181.64,"Jones, Cuevas and Ball",USER__145,Andres Mckinney,
2024-09-11,227.08,Franklin Inc,USER__034,Alexander Li,
2024-09-29,160.9,"Barrett, Hebert and Cross",USER__102,Lindsay Thompson,
2024-09-24,243.76,"Richards, Ross and Cruz",USER__035,Raymond Ayala,
2024-11-24,90.44,"Ferrell, Rodriguez and Bell",USER__104,Elizabeth Johnson,
2024-11-06,270.58,Woodward PLC,USER__038,Stephanie Tran,
2024-11-03,2595.34,"Phillips, Stanley and Davis",USER__106,Joseph Powell,
2024-10-08,28.52,Foster-Smith,USER__107,Kelsey Ibarra,
2024-11-27,231.36,Patel-Mcdowell,USER__108,William Willis,
2024-12-18,289.32,Edwards-Arnold,USER__191,Carrie Nguyen,
2024-11-28,278.91,Gomez Ltd,USER__109,Shannon Ruiz,
2025-01-11,254.66,Morse Group,USER__148,Travis Reed,
2025-01-04,612.32,Green Group,USER__150,Selena Lewis,
2024-09-17,107.66,"Ruiz, Kent and Ramos",USER__113,Bianca Bell,
2024-12-21,182.3,Bailey-Mitchell,USER__187,Anita Ramirez,
2024-10-05,372.21,"Hancock, Schmitt and Campbell",USER__151,Scott Daniels,
2025-01-10,421.59,"Sanders, Nielsen and Johnson",USER__152,Denise Mathews,
2024-09-24,84.02,"Warner, Moore and Young",USER__049,Michael Yang,
2024-09-14,954.35,Gallagher-Barton,USER__175,Robert Mendoza,
2024-09-21,77.98,Murphy-Hansen,USER__118,Kristin Richardson,
2024-12-27,877.46,"Blake, Medina and Sanders",USER__050,James Stewart,
2024-10-14,57.84,Ray-Ramirez,USER__051,Mark Anderson,
2024-10-25,80.52,Mason Ltd,USER__052,Harold Smith,
2025-01-11,72.38,Osborne and Sons,USER__053,James Parker,
2024-10-14,41.29,Nelson-Oliver,USER__155,Christopher Campbell,
2024-12-10,158.12,Cain PLC,USER__196,Chase Garcia,
2024-10-29,1576.62,Prince PLC,USER__119,Donald Glass,
2024-09-22,145.97,"Wells, Sanders and Dudley",USER__056,Mark Bailey,
2025-01-11,1209.87,Smith LLC,USER__057,John Davis,
2024-10-22,285.0,Hamilton-Decker,USER__058,Roger Riley,
2024-12-10,127.74,"Brown, Wood and West",USER__059,Jason Jones,
2024-11-03,862.57,"Cervantes, Sims and Atkins",USER__200,Gwendolyn Wiley,
2024-12-14,740.8,Stein Inc,USER__177,Kayla Holt,
2024-12-04,144.8,Heath-Golden,USER__061,Melissa Turner,
2024-11-26,26.06,"Bennett, Harrison and Sawyer",USER__188,Joan Marquez,
2024-12-26,1398.27,Lawson LLC,USER__123,Jacqueline Gonzalez,
2024-11-24,702.89,Kelley LLC,USER__063,Paul Potter,
2025-01-05,2388.2,Whitney-Hawkins,USER__067,Kimberly Gonzalez,
2024-11-03,27.52,"Young, Donaldson and Kelly",USER__179,David Morgan,
2024-09-01,254.63,Rogers-Willis,USER__161,David Barber,
2024-12-06,818.48,Solomon Ltd,USER__189,Linda Pittman,
2024-11-14,110.61,"Diaz, Burton and Byrd",USER__199,Sara Gonzalez,
2024-12-23,69.4,"Hartman, Vargas and Rose",USER__069,Jennifer Villegas,
2025-01-03,212.82,Wright-Davis,USER__070,Franklin Mason,
2024-09-07,297.07,Wade-Mckee,USER__124,Eric Richard,
2024-12-04,232.84,"Cowan, Yates and Wells",USER__001,Sean Rodriguez,
2024-11-04,288.7,Pratt-Norris,USER__072,Crystal Knapp,
2025-01-06,55.62,Pittman-Flores,USER__003,Kelsey Pena,
2025-01-08,64.13,Larson-Robinson,USER__005,Alexander Richardson,
2024-10-18,47.31,"Castro, Griffith and Mccarty",USER__007,Julie Russell,
2024-09-18,55.32,"Rocha, Freeman and York",USER__127,Christopher Harris,
2024-11-15,216.65,Price-Patterson,USER__075,Patrick Price,
2024-12-14,296.05,"Payne, Fernandez and Turner",USER__010,Daniel Pitts,
2024-12-22,83.33,"Barry, Reynolds and Mcgrath",USER__076,Sara Michael,
2024-12-25,15.38,French-Miller,USER__011,Jessica White,
2024-10-03,245.15,Bonilla-Sparks,USER__182,Kimberly Ross,
2024-12-08,1649.23,"Davila, Miller and Torres",USER__164,Brian Jones,
2024-12-26,174.7,Roberts-Campbell,USER__077,William Contreras,
2024-09-08,202.04,Davis and Sons,USER__183,Betty Atkinson,
2024-10-03,286.13,King Inc,USER__012,Pamela Nguyen,
2024-11-02,847.37,Carter-Stewart,USER__184,Sarah Warner,
2024-09-10,117.64,"Lopez, Sanders and Parker",USER__130,Amy Mercer,
2024-12-17,61.71,King LLC,USER__015,Jason Johnson,
2024-09-12,69.45,Rhodes-Hunter,USER__193,Scott Harrison,
2024-11-29,31.22,Young-Smith,USER__132,Katherine Howard,
2024-09-23,2034.76,"Moore, Baldwin and Davis",USER__017,Kevin Harris,
2024-12-20,1871.99,"Miller, Edwards and Young",USER__194,Meghan Acosta,
2024-10-20,40.27,Clark-Suarez,USER__082,Dana Hunt,
2024-10-30,48.67,Berry Ltd,USER__019,Lisa Ross,
2024-09-14,78.64,Lopez Ltd,USER__020,Melanie Greene,
2024-10-26,52.1,Murphy-Payne,USER__195,Anthony Hoffman,
2024-10-27,1974.07,"Wilson, Williams and Dunn",USER__022,Ann Sullivan,
2024-12-07,26.55,Mccall LLC,USER__086,Joshua Burgess,
2024-09-04,29.11,Jones Inc,USER__088,Joseph Meadows,
2024-10-31,258.94,Dalton Ltd,USER__090,Christina Ellis,
2025-01-09,104.86,"Oliver, Horne and Tanner",USER__091,Martha Gonzales,
2024-10-01,67.15,Mccoy-Sawyer,USER__134,Amber Taylor,
2024-11-13,43.63,Choi Inc,USER__027,Michael Hines,
2024-10-18,16.93,Taylor-Bennett,USER__093,Nicholas Jones,
2024-10-31,320.56,Richardson PLC,USER__030,Christy Ramos,
2024-10-16,403.02,"Wilson, Patton and Scott",USER__135,Jamie Collier,
2024-10-02,570.65,Winters LLC,USER__031,Douglas Martin,
2024-12-30,174.35,"Edwards, Long and Gonzalez",USER__032,Fernando Oliver,
2024-12-16,567.3,Acevedo-Collins,USER__094,Yvonne Silva,
2024-10-31,126.45,Simmons Ltd,USER__095,Margaret Carter,
2024-12-08,160.4,Johnson LLC,USER__096,Charles Glover,
2024-09-07,15.57,Miller-Riley,USER__097,Derrick Aguilar,
2025-01-10,71.28,Simpson Group,USER__170,Timothy Collier,
2024-10-01,152.69,"Scott, Gordon and Lee",USER__138,Carol Wilson,
2024-11-13,167.48,Rivera-Farrell,USER__033,Andrew Armstrong,
2024-12-20,1174.12,Bowman-Mejia,USER__139,Anthony Arnold,
2024-10-18,927.79,Powell LLC,USER__172,Stephanie Miller,
2024-10-29,355.88,Jones-Buck,USER__142,Jesse Clark,
2024-09-01,32.88,"Long, Mata and Wall",USER__103,Alison Leon,
2024-11-23,310.05,"Jones, Shaw and Flores",USER__146,Samuel Cabrera,
2024-11-14,36.57,"Vazquez, Morris and Lawrence",USER__104,Elizabeth Johnson,
2024-12-20,62.96,Perez-Davis,USER__107,Kelsey Ibarra,
2024-12-26,1934.87,"Dunn, Gomez and Murray",USER__191,Carrie Nguyen,
2024-10-06,188.12,Davis-Howard,USER__111,Wayne Madden,
2024-12-22,10.7,"Mccoy, Williams and Thornton",USER__150,Selena Lewis,
2024-12-03,494.55,Kim LLC,USER__112,Sarah Mann,
2024-11-05,19.02,Valenzuela Ltd,USER__114,Brenda Haas,
2024-11-04,991.57,"Krause, Reese and Cooke",USER__043,Ashley Smith,
2025-01-02,55.92,Cross PLC,USER__044,Christopher Harmon,
2025-01-10,175.03,Torres-Thompson,USER__046,Erika Vazquez,
2024-11-12,270.67,"Santos, Reynolds and Patton",USER__116,Patrick Knight,
2024-10-09,435.17,Kirby-Jackson,USER__048,Shannon Duke,
2024-11-13,27.2,Shields and Sons,USER__152,Denise Mathews,
2024-11-17,2301.2,Morgan-Mitchell,USER__153,Madison Liu,
2025-01-11,165.09,"Haynes, Ramos and Fry",USER__050,James Stewart,
2024-11-04,72.07,Newman-Johnson,USER__054,Rebecca Lopez,
2024-10-05,157.21,Miller-Reyes,USER__198,Sherri Rich,
2024-12-30,45.5,"Edwards, Roberts and Wells",USER__196,Chase Garcia,
2024-12-30,282.89,Green-Bishop,USER__057,John Davis,
2024-09-17,83.49,Cole Inc,USER__176,Ashley Campbell,
2024-12-14,214.15,"Mooney, Stanton and Beck",USER__059,Jason Jones,
2024-11-22,329.36,Jackson PLC,USER__200,Gwendolyn Wiley,
2024-11-27,56.46,Bentley-Santana,USER__060,Richard Williams,
2024-10-25,32.4,Martinez Ltd,USER__177,Kayla Holt,
2024-09-01,54.42,"Thornton, Lopez and Rodriguez",USER__061,Melissa Turner,
2024-12-15,2948.73,Lewis-Mccann,USER__188,Joan Marquez,
2024-09-09,163.97,Chen Group,USER__063,Paul Potter,
2024-10-18,213.34,Beard Group,USER__179,David Morgan,
2024-11-07,63.27,Thomas-Frank,USER__071,Michelle Phelps,
2024-09-17,198.81,"Myers, Haas and Johnston",USER__072,Crystal Knapp,
2024-11-11,55.34,Taylor-Johnson,USER__126,Thomas Shaw,
2025-01-11,168.72,"Miller, Rodriguez and Frye",USER__004,Denise Porter,
2025-01-01,1747.65,White-Lawrence,USER__007,Julie Russell,
2024-09-27,39.23,Mitchell-Willis,USER__008,Amber Brown,
2024-11-06,136.21,Guerrero PLC,USER__074,Elizabeth Barnes,
2025-01-08,49.27,Costa LLC,USER__163,Steven Smith,
2024-10-13,365.69,"Vasquez, Myers and Cruz",USER__129,Robert Rice,
2025-01-12,50.19,"Ortiz, Williamson and Jimenez",USER__181,Anthony Miller,
2024-09-12,29.85,Ochoa-Johnson,USER__182,Kimberly Ross,
2024-12-22,57.6,Hogan-Diaz,USER__183,Betty Atkinson,
2024-10-21,80.48,Cox-Holloway,USER__184,Sarah Warner,
2024-10-15,73.45,Martinez-Mills,USER__190,Manuel Robinson,
2024-12-14,610.4,Peterson-Chan,USER__013,Aaron Martinez,
2025-01-09,171.24,Garcia-Brooks,USER__079,Hannah Maynard,
2024-10-21,470.12,"Compton, Parks and Lee",USER__131,Benjamin Rice,
2024-09-17,74.85,Carlson-Ellison,USER__015,Jason Johnson,
2024-10-29,554.99,Vargas-Jackson,USER__193,Scott Harrison,
2024-12-06,211.63,Moss Inc,USER__080,Emily Mcdaniel,
2024-10-24,97.99,"Farmer, Rodriguez and Robinson",USER__016,Thomas Salas,
2024-11-27,74.97,"Maldonado, Hogan and Clayton",USER__017,Kevin Harris,
2024-10-22,112.79,Evans-Bradley,USER__018,Jose Gould,
2024-09-30,1319.23,Johnson Group,USER__081,Michael Huang,
2024-09-20,224.87,Holloway Inc,USER__082,Dana Hunt,
2024-10-08,338.17,Bauer PLC,USER__019,Lisa Ross,
2024-09-13,82.66,Riley-Alexander,USER__185,Sydney Spencer,
2024-10-17,2313.83,"Meadows, Zuniga and Brooks",USER__195,Anthony Hoffman,
2024-09-18,50.2,Hughes-Morris,USER__085,Justin Mathews,
2024-10-10,55.64,Black-Collins,USER__165,Matthew Hobbs,
2024-10-26,1928.84,"Barnes, Marshall and Hernandez",USER__022,Ann Sullivan,
2025-01-02,67.44,"King, Ryan and Nguyen",USER__086,Joshua Burgess,
2025-01-03,477.33,Smith-Montoya,USER__023,Sabrina White,
2024-09-30,315.63,Williams-Hunt,USER__024,Leslie Campbell,
2024-09-15,155.31,Wilson-Glover,USER__166,Jeffery Morgan,
2024-12-16,348.13,Long-Bailey,USER__087,Mary Pittman,
2024-11-21,1037.75,"Perry, Orozco and Smith",USER__025,Ashley Carr,
2025-01-07,615.46,Jenkins-Allen,USER__089,Juan Kelly,
2024-10-28,16.46,"Evans, Mcgee and Nelson",USER__026,John Woods,
2025-01-11,133.31,Blankenship-Ward,USER__092,Keith Clark,
2024-09-17,78.48,Davis Ltd,USER__134,Amber Taylor,
2024-11-13,44.01,Hicks-Clayton,USER__028,David Morrison,
2024-10-12,316.17,Reed Group,USER__093,Nicholas Jones,
2025-01-06,464.05,Mcclain PLC,USER__137,Kimberly Klein,
2024-11-07,494.78,"Bell, Williams and Valdez",USER__032,Fernando Oliver,
2024-11-11,36.76,Jones-Harvey,USER__094,Yvonne Silva,
2024-12-08,26.65,"Flores, Kelly and Thompson",USER__096,Charles Glover,
2025-01-06,27.81,Allen-Nguyen,USER__168,Aaron Mckee,
2024-11-04,29.19,"Valencia, Campbell and Hawkins",USER__097,Derrick Aguilar,
2024-12-25,32.9,Williams-Leonard,USER__169,Kurt Dennis,
2024-12-04,74.65,Valdez and Sons,USER__099,Joy Padilla,
2024-11-13,144.33,Shaffer-Martinez,USER__138,Carol Wilson,
2024-09-27,159.67,Richardson-Howard,USER__100,Lawrence Williams,
2024-11-05,61.65,"Price, Nolan and Williams",USER__139,Anthony Arnold,
2024-11-01,56.95,Murphy-Morgan,USER__172,Stephanie Miller,
2024-10-08,603.77,Burton-Shelton,USER__141,Hector Saunders,
2024-11-16,22.96,Bradley and Sons,USER__034,Alexander Li,
2024-09-08,274.9,Adams-Allen,USER__102,Lindsay Thompson,
2024-10-30,89.68,Hicks-Martinez,USER__035,Raymond Ayala,
2024-12-28,198.54,Horn Ltd,USER__103,Alison Leon,
2024-10-18,2216.77,"Mullins, Simmons and Meyers",USER__104,Elizabeth Johnson,
2024-10-21,15.53,Park LLC,USER__105,Christopher Lewis,
2024-12-30,64.42,Stevens-Bush,USER__039,Diane Hudson,
2024-09-21,166.88,Brown Ltd,USER__106,Joseph Powell,
2024-09-05,35.93,Garcia LLC,USER__107,Kelsey Ibarra,
2024-10-31,13.42,Smith LLC,USER__108,William Willis,
2024-12-26,234.13,"Brooks, Sanders and Harris",USER__191,Carrie Nguyen,
2024-09-05,82.83,Khan-Ramos,USER__109,Shannon Ruiz,
2024-12-21,13.33,Hall-Michael,USER__041,Carolyn Brown,
2024-10-28,19.37,Howell Group,USER__110,Michael Paul,
2024-12-04,431.3,Flores Ltd,USER__113,Bianca Bell,
2024-10-06,1612.47,Brown-Shaw,USER__174,Michael Reid,
2024-12-13,108.9,"Perez, Wyatt and Patel",USER__187,Anita Ramirez,
2024-09-25,30.75,Jackson-Mendez,USER__043,Ashley Smith,
2024-09-25,727.49,Watson-Garcia,USER__044,Christopher Harmon,
2025-01-12,26.35,"Moore, Hansen and Ruiz",USER__045,Scott Chase,
2024-09-11,139.08,Davis-Henderson,USER__151,Scott Daniels,
2024-11-26,238.86,Pierce-Sanford,USER__117,Joseph Torres,
2024-10-30,29.43,Williams Inc,USER__049,Michael Yang,
2024-12-30,197.22,Solis and Sons,USER__051,Mark Anderson,
2024-10-01,126.6,Duncan-Fischer,USER__052,Harold Smith,
2024-09-26,188.62,Howard-Rodriguez,USER__054,Rebecca Lopez,
2025-01-04,267.23,Hernandez-Green,USER__198,Sherri Rich,
2024-09-04,333.9,"Huynh, Johnson and Lopez",USER__155,Christopher Campbell,
2024-10-12,45.41,Anderson and Sons,USER__055,Cameron Nielsen,
2024-11-21,90.48,Ortiz PLC,USER__119,Donald Glass,
2024-10-28,175.89,Hays PLC,USER__056,Mark Bailey,
2024-09-25,2023.31,Johnson Inc,USER__057,John Davis,
2024-12-10,65.75,Anthony Inc,USER__059,Jason Jones,
2024-10-15,85.11,"Joyce, Evans and Allen",USER__200,Gwendolyn Wiley,
2024-12-19,181.09,Ferguson Inc,USER__120,Kathy Maldonado,
2025-01-10,608.24,Watson-Jones,USER__121,Sean Reilly,
2024-11-28,2362.97,Mcdonald LLC,USER__197,Amy Powell,
2025-01-08,45.9,Taylor-Hobbs,USER__062,Tina Lucas,
2024-12-15,114.06,Morris PLC,USER__157,Anthony Armstrong,
2024-10-21,2842.55,Peck-Moon,USER__065,Jose Green,
2024-12-28,117.92,Gardner-Keller,USER__068,Barbara Collins,
2024-11-24,351.53,"Trevino, Phelps and Smith",USER__158,Kelly Bush,
2025-01-01,584.24,"Barr, Ramos and Brooks",USER__179,David Morgan,
2024-12-12,244.16,"Pratt, Mcpherson and Lee",USER__159,Amy Davis,
2024-11-24,61.53,Douglas Inc,USER__189,Linda Pittman,
2024-11-07,1898.16,Peterson-Tapia,USER__124,Eric Richard,
2024-11-06,961.2,Solomon-Gonzalez,USER__002,Nathan Snyder,
2024-09-25,395.66,"Wilson, Flores and Love",USER__162,Monica Bartlett,
2024-12-02,827.37,"Bennett, Wood and Delgado",USER__006,Kimberly Ball,
2024-10-13,987.84,"Miller, Mann and Sanders",USER__127,Christopher Harris,
2024-12-11,119.6,"Schroeder, Mayer and Ruiz",USER__009,Amy Pierce,
2024-11-06,688.05,Miranda-Jennings,USER__074,Elizabeth Barnes,
2024-09-27,8.43,Hughes Ltd,USER__078,Adam Hansen,
2024-11-20,398.28,Anderson Inc,USER__013,Aaron Martinez,
2024-11-23,47.07,Gardner-Martin,USER__014,Darlene Tucker,
2024-09-06,91.87,"Mccormick, Juarez and Malone",USER__079,Hannah Maynard,
2024-12-05,57.31,Jones Ltd,USER__131,Benjamin Rice,
2024-11-14,52.36,Perez Group,USER__015,Jason Johnson,
2024-10-24,76.54,Scott PLC,USER__080,Emily Mcdaniel,
2024-10-19,57.48,Ellis Ltd,USER__016,Thomas Salas,
2024-11-18,265.35,Rodriguez LLC,USER__132,Katherine Howard,
2025-01-04,182.64,Buchanan-Garrison,USER__017,Kevin Harris,
2024-11-17,899.43,Simon Group,USER__194,Meghan Acosta,
2024-09-01,66.01,"Blackburn, Chapman and Nelson",USER__081,Michael Huang,
2024-11-12,54.85,Dalton-James,USER__082,Dana Hunt,
2024-09-10,19.14,Wilson PLC,USER__019,Lisa Ross,
2024-11-09,110.58,Baxter Group,USER__185,Sydney Spencer,
2024-10-14,2480.42,"Freeman, Ray and Floyd",USER__133,Matthew Aguilar,
2024-11-01,2608.69,"Moore, Morgan and Carter",USER__023,Sabrina White,
2024-10-01,242.55,Ryan LLC,USER__087,Mary Pittman,
2024-09-21,236.73,Brock-Hodge,USER__025,Ashley Carr,
2024-12-21,967.02,Olson-Barnes,USER__090,Christina Ellis,
2024-11-19,1541.48,Davis LLC,USER__091,Martha Gonzales,
2024-12-14,2302.48,Jones PLC,USER__026,John Woods,
2024-12-27,53.91,Allen-Parker,USER__027,Michael Hines,
2024-09-06,68.54,"Haynes, Smith and Mitchell",USER__028,David Morrison,
2024-12-09,26.3,Hill-Moore,USER__135,Jamie Collier,
2024-12-09,403.75,Turner and Sons,USER__032,Fernando Oliver,
2024-10-07,291.38,Figueroa and Sons,USER__095,Margaret Carter,
2024-09-05,60.25,Rivas Inc,USER__096,Charles Glover,
2024-11-05,160.27,Jones-Johnson,USER__168,Aaron Mckee,
2024-09-16,510.91,"Johnson, Salazar and Lee",USER__099,Joy Padilla,
2024-11-16,158.35,"Townsend, Peterson and Callahan",USER__138,Carol Wilson,
2025-01-09,337.17,"Grimes, Anderson and Stewart",USER__100,Lawrence Williams,
2024-09-21,862.34,Decker-Callahan,USER__139,Anthony Arnold,
2024-10-09,32.5,Colon-Fox,USER__101,Nicole Kaufman,
2024-11-12,21.32,Mercado-Baker,USER__141,Hector Saunders,
2024-11-12,56.29,Sims-Williams,USER__142,Jesse Clark,
2024-12-08,23.68,Meyers PLC,USER__144,Catherine Evans,
2024-10-03,59.18,"Ellis, Velasquez and Collins",USER__145,Andres Mckinney,
2024-09-11,174.91,Flores Ltd,USER__034,Alexander Li,
2024-12-03,19.51,"Kim, Chang and Hall",USER__102,Lindsay Thompson,
2025-01-05,348.0,Sparks Group,USER__035,Raymond Ayala,
2024-12-15,34.26,Olson and Sons,USER__103,Alison Leon,
2024-09-01,153.65,Russell Group,USER__173,Lisa Chavez,
2024-12-15,848.9,Santiago Ltd,USER__036,Michele Anderson,
2024-10-15,106.39,"Wagner, Acosta and Smith",USER__146,Samuel Cabrera,
2025-01-01,140.14,Graham-Bell,USER__147,Jennifer Tapia,
2024-12-26,77.72,Burns and Sons,USER__108,William Willis,
2025-01-08,701.77,Moore Inc,USER__191,Carrie Nguyen,
2024-10-16,96.6,Carr-Moore,USER__186,Betty Charles,
2024-11-02,28.59,"Hunter, Osborne and Hughes",USER__041,Carolyn Brown,
2024-10-12,118.87,Key-Hoffman,USER__111,Wayne Madden,
2024-09-11,672.53,Walker PLC,USER__042,Lisa Morse,
2024-11-20,189.15,"Barber, Haas and Harris",USER__113,Bianca Bell,
2024-11-14,979.14,Garcia LLC,USER__114,Brenda Haas,
2024-11-01,2766.29,"Rich, Pratt and Oliver",USER__187,Anita Ramirez,
2024-09-23,184.17,Moore-Soto,USER__043,Ashley Smith,
2024-12-19,34.66,Lewis and Sons,USER__115,Deborah Leonard,
2024-10-11,187.31,Smith and Sons,USER__045,Scott Chase,
2024-09-13,405.98,Smith LLC,USER__117,Joseph Torres,
2024-12-03,40.3,Silva-Coffey,USER__049,Michael Yang,
2024-09-19,24.29,"Kim, Wright and Gallagher",USER__051,Mark Anderson,
2024-12-01,76.98,Cox-Rodriguez,USER__154,Kyle Wade,
2024-10-04,610.29,"Brown, Hart and Dyer",USER__053,James Parker,
2024-09-24,295.43,"Brown, Gross and Mendez",USER__198,Sherri Rich,
2024-09-18,197.44,Salazar Ltd,USER__155,Christopher Campbell,
2024-12-26,45.29,Stewart-Davis,USER__057,John Davis,
2024-10-09,38.9,Maldonado-Brown,USER__120,Kathy Maldonado,
2024-12-07,85.36,Oconnor-Moore,USER__121,Sean Reilly,
2024-09-30,189.14,"Mitchell, Jones and Byrd",USER__197,Amy Powell,
2024-10-12,128.28,Johnson-Guerra,USER__122,Matthew Moody,
2024-11-22,109.71,Gentry Group,USER__157,Anthony Armstrong,
2024-10-04,1359.61,Garcia-Davis,USER__178,Richard Lowery,
2024-09-15,294.7,Rivera-White,USER__123,Jacqueline Gonzalez,
2024-12-05,32.55,Salazar-Parsons,USER__065,Jose Green,
2024-12-13,118.98,"Brown, Glenn and Lewis",USER__068,Barbara Collins,
2024-09-19,53.37,"Thompson, Henry and Francis",USER__158,Kelly Bush,
2024-11-18,147.14,Smith-Patton,USER__159,Amy Davis,
2024-12-14,250.07,Henderson PLC,USER__160,Jacqueline Gordon,
2024-11-28,2758.85,Keller PLC,USER__189,Linda Pittman,
2024-12-08,287.23,"Morris, Obrien and Hunter",USER__199,Sara Gonzalez,
2024-10-15,416.77,Rivera PLC,USER__070,Franklin Mason,
2024-10-29,456.47,Donaldson-Tate,USER__072,Crystal Knapp,
2024-10-16,93.06,Mejia-Manning,USER__162,Monica Bartlett,
2024-12-07,36.03,Banks-Wright,USER__126,Thomas Shaw,
2024-12-01,188.93,"Joseph, Moore and Trujillo",USER__003,Kelsey Pena,
2024-09-15,38.69,"Lawson, Moore and Mccall",USER__004,Denise Porter,
2024-12-11,437.79,Carlson-Watson,USER__073,Hunter Peters,
2024-12-16,103.86,Jarvis-Reynolds,USER__009,Amy Pierce,
2024-11-05,205.23,Keller LLC,USER__128,Chad Reese,
2024-10-12,472.15,"Hancock, Guzman and Patterson",USER__163,Steven Smith,
2024-12-24,144.25,Johnson PLC,USER__181,Anthony Miller,
2024-12-12,245.76,"Davenport, Watson and Cox",USER__011,Jessica White,
2024-11-14,146.14,"Watson, Gonzales and Manning",USER__182,Kimberly Ross,
2024-10-22,250.13,"Miller, Robinson and Robinson",USER__164,Brian Jones,
2024-09-30,305.01,Collins Inc,USER__077,William Contreras,
2024-11-16,630.86,"Rivera, Jones and Vaughn",USER__078,Adam Hansen,
2024-10-25,2246.3,"Castro, Hubbard and Thomas",USER__012,Pamela Nguyen,
2024-11-18,179.04,"Knight, Larson and Richard",USER__184,Sarah Warner,
2024-10-02,1045.45,"Long, Haynes and Mack",USER__079,Hannah Maynard,
2024-12-20,52.66,Medina-Jennings,USER__015,Jason Johnson,
2025-01-03,2613.97,Baldwin PLC,USER__193,Scott Harrison,
2024-12-24,1747.7,"Sanchez, Carter and Burgess",USER__080,Emily Mcdaniel,
2024-11-30,817.22,Braun Inc,USER__016,Thomas Salas,
2024-10-09,27.4,Miller Ltd,USER__081,Michael Huang,
2024-12-10,466.11,"Lamb, Jones and Cole",USER__082,Dana Hunt,
2024-11-04,156.5,"Peterson, Burgess and Thomas",USER__019,Lisa Ross,
2024-12-13,151.46,Soto-Benjamin,USER__185,Sydney Spencer,
2024-12-19,264.56,Park Ltd,USER__195,Anthony Hoffman,
2024-12-08,145.08,"Estrada, Bartlett and Bennett",USER__133,Matthew Aguilar,
2024-11-22,314.17,"Thomas, Burns and Garcia",USER__023,Sabrina White,
2024-10-06,182.49,"Brown, Rivera and Meyer",USER__087,Mary Pittman,
2024-12-28,46.32,"Bryan, Warren and Castro",USER__025,Ashley Carr,
2024-11-07,1525.84,"Harris, Salazar and Moore",USER__088,Joseph Meadows,
2024-10-15,341.49,Martinez-Olson,USER__089,Juan Kelly,
2024-11-11,181.52,Sanchez-Leon,USER__091,Martha Gonzales,
2024-09-07,93.61,Atkins-Floyd,USER__026,John Woods,
2024-11-05,188.95,Riley-Walker,USER__167,Alejandro Reed,
2025-01-07,1222.39,Johnson LLC,USER__030,Christy Ramos,
2024-12-04,910.45,"Martin, Franklin and Marks",USER__136,Holly Jackson,
2024-10-08,81.6,Schmidt Ltd,USER__096,Charles Glover,
2024-12-12,955.19,"Scott, Prince and Velazquez",USER__170,Timothy Collier,
2024-09-14,328.76,Maynard LLC,USER__099,Joy Padilla,
2024-12-06,2588.02,"Cruz, French and Carter",USER__141,Hector Saunders,
2024-10-06,81.54,Porter-Rogers,USER__142,Jesse Clark,
2024-09-15,171.94,"Franklin, Alvarado and Hurst",USER__144,Catherine Evans,
2024-12-27,71.29,Leach-Warren,USER__035,Raymond Ayala,
2024-09-14,158.97,"Faulkner, Johnson and Cook",USER__103,Alison Leon,
2024-11-22,56.04,"Peterson, Wood and Butler",USER__173,Lisa Chavez,
2024-11-11,2811.46,Reed Inc,USER__037,Patricia Jordan,
2024-09-29,172.15,Henry and Sons,USER__147,Jennifer Tapia,
2024-09-11,87.69,"Lee, Oconnell and Boyd",USER__106,Joseph Powell,
