Customer ID,Name,Surname,Gender,Birthdate,Transaction Amount,Date,Merchant Name,Category,FullName,User ID
264810,Joyce,Parsons,F,19/10/2004,857.03,2024-12-14,Macdonald Group,Electronics,Shannon Ruiz,USER__109
259219,Wendy,Fernandez,M,28/10/1970,844.1,2024-10-03,Hood-Miller,Electronics,Carolyn Brown,USER__041
933248,Sarah,Sandoval,,31/10/1957,12.26,2024-11-14,"Duncan, Smith and Cervantes",Cosmetic,Regina Woods,USER__149
53795,Nicole,Herrera,M,22/10/1994,250.29,2024-11-26,"Caldwell, Martinez and Thomas",Clothing,Michael Paul,USER__110
582452,Paul,Sosa,M,30/10/1961,262.78,2024-09-26,Jimenez Group,Clothing,Lisa Morse,USER__042
433313,Katherine,Goodman,M,30/10/1963,392.96,2024-12-29,"Barber, Dawson and Richard",Electronics,Anita Ramirez,USER__187
547576,Sara,Harper,F,31/10/1956,1502.47,2024-12-06,Chang and Sons,Travel,Ashley Smith,USER__043
170924,Stephanie,Miller,F,2/11/1951,1162.65,2024-11-12,Bass-Campbell,Travel,Deborah Leonard,USER__115
985672,Alicia,Evans,M,22/10/1993,136.28,2024-11-14,"Young, Long and Rogers",Clothing,Christopher Harmon,USER__044
158101,Edward,Martinez,M,21/10/1997,407.81,2024-09-30,Morgan-Clark,Market,Scott Chase,USER__045
219412,Kenneth,Lowe,M,21/10/1999,17.37,2024-12-30,Esparza LLC,Market,Erika Vazquez,USER__046
315902,Stephen,Miller,,31/10/1959,669.57,2024-11-07,Odom-Nguyen,Electronics,Shannon Duke,USER__048
460004,Angela,Smith,M,26/10/1979,112.54,2024-09-02,Wilson-Little,Cosmetic,Michael Yang,USER__049
389146,Nathaniel,Hart,,1/11/1955,5.7,2024-09-16,Mahoney Inc,Market,Madison Liu,USER__153
302060,Amy,Rowland,F,2/11/1950,173.36,2024-11-18,"Crawford, Reeves and Baker",Market,Sherri Rich,USER__198
242552,Heather,Moore,M,26/10/1979,16.39,2024-12-06,"Hodges, Huynh and Ford",Restaurant,Chase Garcia,USER__196
316506,Jessica,Chung,,28/10/1969,2949.98,2024-09-17,"Bell, Pierce and Brown",Travel,Christopher Reynolds,USER__156
785054,Casey,Campbell,M,21/10/1998,81.26,2024-09-29,Pearson-Thompson,Cosmetic,Roger Riley,USER__058
493710,Tammy,Martinez,M,27/10/1974,1853.82,2024-11-23,Keller LLC,Travel,Jason Jones,USER__059
511202,Meghan,Harrison,F,20/10/2003,62.18,2025-01-11,Smith Inc,Electronics,Richard Williams,USER__060
637931,Kyle,Cox,F,27/10/1972,152.08,2025-01-01,Dawson-Lewis,Clothing,Sean Reilly,USER__121
537884,Adrian,Hayes,M,30/10/1961,284.66,2024-11-13,"Reyes, Wilson and Farmer",Market,Melissa Turner,USER__061
854124,Dustin,Jimenez,F,22/10/1992,86.3,2024-10-08,Daniels-Nicholson,Electronics,Tina Lucas,USER__062
913836,Tammy,Cole,F,24/10/1987,398.11,2024-09-29,Beasley-Smith,Travel,Anthony Armstrong,USER__157
983538,Cory,Harris,M,2/11/1948,18.26,2024-10-27,"Compton, Clark and Young",Restaurant,Jacqueline Gonzalez,USER__123
590309,Kevin,Gonzalez,M,20/10/2003,393.29,2024-10-22,Chen-Schneider,Electronics,Paul Potter,USER__063
612121,Kari,Thomas,F,20/10/2003,17.63,2024-12-12,Long Ltd,Restaurant,Jose Green,USER__065
438215,Meagan,Lopez,M,30/10/1960,208.9,2024-10-07,"Decker, Jones and Ashley",Clothing,Erin Baker,USER__066
175089,John,Garrison,M,24/10/1986,177.27,2024-09-09,Osborne-King,Cosmetic,Barbara Collins,USER__068
952788,Pamela,Marks,M,30/10/1960,181.68,2024-10-07,Levine Inc,Cosmetic,Amy Davis,USER__159
660235,Angela,Jones,M,2/11/1950,281.54,2024-12-31,Hampton LLC,Clothing,Jacqueline Gordon,USER__160
856529,Joel,Wiggins,M,23/10/1990,1644.85,2024-11-21,Carter Ltd,Travel,Linda Pittman,USER__189
22432,Nicholas,Torres,M,2/11/1949,595.91,2024-11-03,Williams and Sons,Travel,Franklin Mason,USER__070
612637,Angela,Lopez,F,22/10/1995,46.64,2024-12-24,"Berg, Spears and Robinson",Restaurant,Nathan Snyder,USER__002
740713,Kelly,Boyer,F,28/10/1969,755.75,2024-11-01,Levy Inc,Electronics,Monica Bartlett,USER__162
313937,Erica,Pierce,M,31/10/1957,215.2,2024-10-24,Odonnell-Gomez,Clothing,Kelsey Pena,USER__003
4458,Tammy,Bailey,F,1/11/1955,1497.15,2024-12-27,"Bautista, Sweeney and Roman",Travel,Amber Brown,USER__008
11540,Randall,Foster,M,27/10/1975,2122.87,2024-12-05,"Martinez, Orozco and Crawford",Travel,Chad Reese,USER__128
814590,Mark,Jones,F,20/10/2000,55.81,2024-11-07,Smith-Collins,Restaurant,Michelle Holden,USER__180
619458,Ethan,Johnston,F,27/10/1973,546.22,2024-12-29,Martinez-Roman,Electronics,Patrick Price,USER__075
406899,Alexander,Branch,F,29/10/1966,76.97,2024-10-14,Holloway Group,Cosmetic,Robert Rice,USER__129
41918,Matthew,Parker,M,24/10/1987,197.98,2025-01-02,Marks and Sons,Clothing,Sara Michael,USER__076
187138,Lindsay,Anderson,F,1/11/1954,500.78,2024-12-09,Deleon-Bonilla,Electronics,Kimberly Ross,USER__182
742957,Eric,Rivers,F,1/11/1954,65.11,2024-11-16,"Mills, Anderson and Wyatt",Cosmetic,Betty Atkinson,USER__183
403389,Michael,Martin,M,25/10/1983,71.71,2024-09-16,Russell Ltd,Cosmetic,Manuel Robinson,USER__190
523186,Deanna,Mcfarland,M,30/10/1961,44.66,2024-12-11,Anderson-Garner,Restaurant,Aaron Martinez,USER__013
708403,Chad,Gross,M,31/10/1959,133.34,2024-10-17,Petersen-Murphy,Cosmetic,Darlene Tucker,USER__014
535238,William,Navarro,F,19/10/2004,294.82,2024-12-03,Smith and Sons,Clothing,Jason Johnson,USER__015
442434,Cassidy,Murphy,F,23/10/1990,323.57,2024-10-28,Mcconnell Group,Travel,Emily Mcdaniel,USER__080
393276,Wendy,Ellis,M,31/10/1959,547.6,2024-12-16,Johnston-Munoz,Electronics,Kevin Harris,USER__017
829524,Alison,Grimes,F,31/10/1956,660.62,2024-09-20,Johnson Ltd,Travel,Jose Gould,USER__018
20504,Jennifer,Perez,M,20/10/2001,135.92,2024-10-10,Robles-Mckinney,Clothing,Meghan Acosta,USER__194
554022,Patrick,James,F,31/10/1956,924.62,2024-10-09,Crawford LLC,Travel,Dana Hunt,USER__082
737844,Andrew,Nguyen,F,31/10/1958,14.47,2024-11-12,Daniel and Sons,Restaurant,Melanie Greene,USER__020
556737,David,Serrano,,25/10/1983,126.43,2024-12-30,Burke Ltd,Cosmetic,Ann Sullivan,USER__022
918550,Joyce,Rubio,F,21/10/1997,87.06,2024-11-14,"Carrillo, Fuentes and Munoz",Cosmetic,Joshua Burgess,USER__086
192055,Kathleen,Delgado,F,29/10/1967,576.62,2024-11-05,"Castro, Miles and Wright",Electronics,Jeffery Morgan,USER__166
461605,David,Houston,M,25/10/1983,169.61,2024-09-18,Campbell PLC,Clothing,Joseph Meadows,USER__088
989896,David,Morgan,M,24/10/1986,255.73,2024-10-04,"Park, Hoffman and Bradley",Market,John Woods,USER__026
542549,Jennifer,Harris,F,25/10/1982,1360.68,2024-11-11,Stark Inc,Travel,Keith Clark,USER__092
330421,Alice,Morris,F,19/10/2004,270.6,2024-12-06,Thomas and Sons,Clothing,Jennifer Quinn,USER__029
498631,Isaiah,Smith,,28/10/1971,125.98,2024-09-30,"Calderon, Jacobs and Silva",Cosmetic,Margaret Carter,USER__095
807504,William,Knapp,F,31/10/1957,293.48,2024-10-27,Travis PLC,Clothing,Charles Glover,USER__096
258617,Amber,Peters,M,23/10/1990,373.74,2024-10-18,Leonard LLC,Market,Aaron Mckee,USER__168
614736,Heather,Hodges,,2/11/1948,192.37,2024-11-02,"Wilson, Copeland and Beltran",Cosmetic,Derrick Aguilar,USER__097
42473,Joseph,Phillips,M,31/10/1958,71.33,2024-09-18,Bryant PLC,Restaurant,Courtney Johnson,USER__098
991979,Jacob,Mitchell,F,25/10/1983,212.09,2024-10-08,Vaughn Group,Clothing,Joy Padilla,USER__099
97013,Christine,Hill,M,27/10/1975,1807.68,2024-12-31,"Parsons, Ellis and Burton",Travel,Anthony Arnold,USER__139
449688,Hailey,Roberts,M,27/10/1972,223.46,2024-10-06,Gutierrez LLC,Clothing,Nicole Peterson,USER__171
818783,Edward,Gregory,M,2/11/1949,2638.05,2024-09-20,"Ford, Ware and Harvey",Travel,Stephanie Miller,USER__172
27256,Angela,Chapman,F,19/10/2004,365.43,2024-11-01,Davis LLC,Electronics,Nicole Kaufman,USER__101
478207,Jennifer,Olson,M,31/10/1958,118.78,2024-12-01,Barnes-Casey,Cosmetic,Hector Saunders,USER__141
415344,Christina,Marshall,F,29/10/1966,69.76,2024-10-21,Thomas Inc,Restaurant,Alexander Li,USER__034
688237,Joshua,Simpson,F,2/11/1951,23.76,2024-12-06,"Moore, Davis and Byrd",Cosmetic,Lindsay Thompson,USER__102
460701,Ryan,Casey,F,1/11/1952,204.46,2024-10-24,"Bonilla, Blake and Taylor",Market,Michele Anderson,USER__036
935702,Ryan,Campbell,F,29/10/1966,865.54,2024-12-24,Aguilar-Hayes,Electronics,Samuel Cabrera,USER__146
427914,Michele,Hicks,F,28/10/1970,97.82,2024-12-30,Wong Group,Restaurant,Elizabeth Johnson,USER__104
858221,Aaron,Lewis,F,1/11/1953,1436.67,2024-09-11,Olson-Green,Travel,Michael Williams,USER__040
301673,Brent,Bailey,F,25/10/1980,144.93,2024-09-01,Kelley-Howard,Electronics,Joseph Powell,USER__106
540141,Catherine,Hess,M,2/11/1950,366.2,2025-01-11,Johnson-Rose,Market,Kelsey Ibarra,USER__107
193926,Olivia,Parker,F,2/11/1951,468.2,2024-12-25,Flores-Jacobson,Market,William Willis,USER__108
843573,Cindy,Zimmerman,,23/10/1988,90.37,2024-09-18,"Rivera, Green and Castro",Cosmetic,Carrie Nguyen,USER__191
966554,Matthew,Wagner,F,20/10/2003,137.55,2024-11-20,Mcfarland-Young,Clothing,Betty Charles,USER__186
25953,John,Davis,,30/10/1961,153.17,2024-10-30,Vasquez Inc,Clothing,Shannon Ruiz,USER__109
708197,Megan,Maxwell,M,24/10/1985,100.26,2024-11-28,Grimes-Petty,Cosmetic,Carolyn Brown,USER__041
618862,Sherry,Vasquez,F,20/10/2001,154.2,2024-11-26,"Jacobson, Sampson and Christensen",Clothing,Travis Reed,USER__148
944604,Karla,Summers,M,27/10/1975,292.08,2024-12-12,"Carter, Vargas and Hood",Market,Selena Lewis,USER__150
558243,Travis,Cox,F,28/10/1970,2963.24,2024-12-02,Maddox-Fernandez,Travel,Bianca Bell,USER__113
768404,Veronica,Collins,F,31/10/1956,1373.32,2024-12-02,"Scott, Castaneda and Schmidt",Travel,Brenda Haas,USER__114
275527,Jose,Marshall,F,20/10/2001,56.63,2024-09-03,"White, Brown and Pham",Cosmetic,Joseph Jones,USER__047
753846,Kristi,Young,F,19/10/2005,144.39,2024-12-02,Campos Inc,Electronics,Patrick Knight,USER__116
243450,Joshua,Gordon,,21/10/1998,2741.96,2024-10-11,"Garcia, Martinez and Porter",Travel,Shannon Duke,USER__048
110008,Brett,Taylor,,24/10/1987,538.46,2024-12-29,"Bender, Carlson and Love",Electronics,Michael Yang,USER__049
678157,Brian,Duncan,M,27/10/1974,62.39,2024-10-30,Ferguson Group,Clothing,Robert Mendoza,USER__175
281428,Jerry,Robinson,M,2/11/1948,290.36,2024-10-22,Garcia Group,Travel,Madison Liu,USER__153
387110,Erica,Woods,F,2/11/1951,10.02,2024-11-30,Hopkins Group,Market,Rebecca Lopez,USER__054
660818,Jenna,Carter,,21/10/1997,72.72,2024-12-16,Valenzuela Ltd,Restaurant,Donald Glass,USER__119
733015,Julia,Murray,F,31/10/1958,219.65,2024-11-28,Stephenson-Rosales,Clothing,Gwendolyn Wiley,USER__200
388618,Robert,Ramirez,F,29/10/1965,112.07,2024-11-25,"Maxwell, Le and Nelson",Market,Kayla Holt,USER__177
430944,Jonathan,Nelson,M,20/10/2003,482.8,2024-10-27,Rodriguez LLC,Market,Melissa Turner,USER__061
920231,Cynthia,Dominguez,,23/10/1991,51.18,2024-09-25,"Fernandez, Weber and Orozco",Clothing,Anthony Armstrong,USER__157
973635,Audrey,Young,F,23/10/1990,39.72,2024-09-09,Parker LLC,Restaurant,Richard Lowery,USER__178
239849,Nancy,Taylor,M,30/10/1960,241.26,2024-09-09,Taylor-Guzman,Clothing,Jose Green,USER__065
60039,Amanda,Smith,,25/10/1983,248.64,2024-09-12,Chan PLC,Clothing,Kimberly Gonzalez,USER__067
528853,Randy,Snyder,F,27/10/1972,430.47,2024-09-14,"Guzman, Sexton and Benson",Market,Barbara Collins,USER__068
289475,Marie,Meyers,M,25/10/1981,96.27,2024-12-20,Lee-Wiley,Clothing,David Morgan,USER__179
889544,Bonnie,Phillips,M,24/10/1986,11.31,2024-11-21,Padilla-Diaz,Cosmetic,Jacqueline Gordon,USER__160
64495,Scott,Sloan,F,23/10/1991,33.12,2024-09-10,"Tapia, Ramirez and Howard",Restaurant,Linda Pittman,USER__189
371448,Jacob,Dillon,F,19/10/2004,29.28,2024-11-18,Kelly-Fletcher,Restaurant,Sara Gonzalez,USER__199
708543,Maria,Jackson,F,22/10/1995,29.53,2024-10-28,Nielsen Inc,Restaurant,Michelle Phelps,USER__071
95932,Shawn,Medina,M,31/10/1958,43.03,2024-12-07,Hart Group,Clothing,Jacob Williams,USER__125
827113,Isaac,Bowers,M,24/10/1984,206.64,2024-11-11,Rollins-Kelly,Clothing,Monica Bartlett,USER__162
716255,Mark,Carroll,M,21/10/1996,41.5,2024-10-13,Gonzales Group,Restaurant,Denise Porter,USER__004
464929,Allison,Mason,F,2/11/1949,357.98,2024-10-25,Santiago Group,Market,Hunter Peters,USER__073
771518,Andrea,Rodriguez,F,23/10/1990,161.52,2024-12-10,Hutchinson LLC,Clothing,Julie Russell,USER__007
884408,Pamela,Davis,M,19/10/2005,382.67,2024-12-17,Wallace Inc,Electronics,Christopher Harris,USER__127
6590,Patricia,Davis,M,1/11/1954,18.69,2024-11-04,"Stout, Hall and Garrison",Market,Michelle Holden,USER__180
891874,Marcus,Wells,M,23/10/1990,252.43,2024-11-22,"Turner, Madden and Kent",Clothing,Jessica White,USER__011
968997,Billy,Davis,,23/10/1988,186.17,2025-01-10,Herrera-Cardenas,Clothing,Kimberly Ross,USER__182
337609,Jeremy,Guerrero,F,23/10/1988,20.2,2024-12-18,"Lowe, Henry and Ramos",Cosmetic,Aaron Martinez,USER__013
891884,Daniel,Hogan,F,28/10/1971,149.81,2024-12-17,Avila PLC,Clothing,Darlene Tucker,USER__014
382025,Michael,Obrien,F,28/10/1971,866.72,2025-01-05,Carter PLC,Electronics,Jason Johnson,USER__015
563857,David,Hall,F,31/10/1956,110.91,2024-12-04,Romero and Sons,Clothing,Emily Mcdaniel,USER__080
94475,Crystal,Pierce,M,20/10/2000,1612.16,2024-11-16,Wilson Inc,Travel,Katherine Howard,USER__132
879530,Katie,Castaneda,M,23/10/1991,24.06,2024-10-01,Carlson-Lang,Clothing,Kevin Harris,USER__017
860841,Christie,Coleman,F,20/10/2003,403.42,2024-10-31,Ward-Cooper,Market,Michael Huang,USER__081
444117,Jermaine,Moss,F,26/10/1978,2618.62,2024-12-07,Sullivan Inc,Travel,Dana Hunt,USER__082
203687,Debbie,Ramirez,F,27/10/1973,249.59,2025-01-03,"Carter, Parker and Wright",Clothing,Lisa Ross,USER__019
621058,Eddie,White,F,25/10/1983,883.47,2024-10-06,"Newman, Barker and Hutchinson",Travel,Brian Mcintyre,USER__083
448304,Andrew,Robles,F,30/10/1960,256.17,2024-09-18,Price Group,Clothing,Melanie Greene,USER__020
214550,Diana,Blackwell,F,2/11/1949,269.83,2024-12-03,Ferrell-Patterson,Clothing,Anthony Hoffman,USER__195
407420,Sharon,Holmes,F,30/10/1961,85.71,2024-10-01,Carey-Miller,Clothing,Justin Mathews,USER__085
834341,Amy,Perez,,28/10/1968,307.46,2024-09-27,Brown-Martinez,Market,Matthew Hobbs,USER__165
304625,Stephanie,Bass,F,19/10/2004,491.15,2024-12-08,Stephens Inc,Electronics,Leslie Campbell,USER__024
388485,Jordan,Carter,F,27/10/1975,122.86,2024-10-03,"Steele, Boyd and Mcgee",Clothing,Jeffery Morgan,USER__166
422655,Eric,Morse,F,29/10/1965,2542.75,2024-12-01,"Bowman, White and Wright",Travel,Joseph Meadows,USER__088
35324,Charles,Hill,F,30/10/1962,348.86,2024-10-17,"Hill, Brown and Johnson",Market,Martha Gonzales,USER__091
589466,Shelby,Adams,F,1/11/1955,297.1,2024-11-07,Peterson Group,Market,Keith Clark,USER__092
544997,Mark,Jensen,F,23/10/1989,1430.31,2024-10-17,Dean PLC,Travel,Alejandro Reed,USER__167
898336,Tiffany,Hester,F,2/11/1949,71.48,2024-10-18,"Scott, Terry and Cooper",Cosmetic,Jennifer Quinn,USER__029
607557,Savannah,Lindsey,,21/10/1998,158.78,2024-10-02,"Hamilton, Kelley and Grant",Travel,Christy Ramos,USER__030
122201,Mary,Fields,F,2/11/1948,53.48,2025-01-10,Long Inc,Clothing,Douglas Martin,USER__031
313316,Angela,Fletcher,,28/10/1968,273.2,2024-09-27,"Garcia, Hahn and Solomon",Clothing,Kimberly Klein,USER__137
998731,Kevin,Williams,F,2/11/1950,363.6,2024-11-21,Brown-Taylor,Market,Charles Glover,USER__096
997022,Olivia,Diaz,M,31/10/1958,59.73,2025-01-04,Wilson LLC,Restaurant,Derrick Aguilar,USER__097
913082,Anthony,Jones,M,24/10/1987,285.57,2024-09-18,Jackson Group,Market,Courtney Johnson,USER__098
971627,Kiara,Ortiz,F,31/10/1958,126.96,2024-12-30,Morris-Murphy,Cosmetic,Carol Wilson,USER__138
11421,Christopher,Bryan,M,21/10/1998,927.33,2025-01-12,Phillips Inc,Electronics,Andrew Armstrong,USER__033
77359,Meghan,Reed,M,27/10/1975,110.5,2025-01-08,"Todd, Merritt and Gonzalez",Clothing,Nicole Peterson,USER__171
236890,Arthur,Carr,M,1/11/1954,27.1,2024-09-07,"Butler, Martinez and Elliott",Clothing,Derek Thompson,USER__140
420897,Eric,Blair,F,20/10/2003,588.66,2024-11-12,Jimenez Ltd,Electronics,Rebecca Gamble,USER__143
338710,Arthur,Harvey,M,30/10/1960,195.67,2024-12-23,Watson-Thomas,Market,Catherine Evans,USER__144
857761,Jennifer,Moore,F,20/10/2000,99.26,2024-12-22,"Hernandez, Smith and Lyons",Restaurant,Alexander Li,USER__034
32975,Jeffrey,Clark,F,29/10/1966,38.17,2024-10-25,Whitaker-Mccarty,Restaurant,Lindsay Thompson,USER__102
849656,Joseph,Allen,F,19/10/2005,307.11,2024-11-17,Harvey-Huff,Market,Raymond Ayala,USER__035
770120,Tina,Hall,M,22/10/1993,257.92,2024-11-13,"Martin, Miller and Robinson",Electronics,Lisa Chavez,USER__173
712831,Annette,Patton,F,26/10/1977,2019.59,2024-10-30,"West, Perkins and Romero",Travel,Michele Anderson,USER__036
389341,Scott,Wilson,M,21/10/1999,24.33,2024-12-28,"Martin, Harris and Williams",Restaurant,Samuel Cabrera,USER__146
202544,Kelsey,Petersen,F,2/11/1949,544.75,2024-10-11,Thompson-Mitchell,Electronics,Elizabeth Johnson,USER__104
438264,Kenneth,Avila,M,30/10/1960,55.36,2024-09-21,Davidson-Barber,Restaurant,Christopher Lewis,USER__105
598606,Laura,Harrington,M,29/10/1966,284.38,2024-11-12,"Pena, Gutierrez and Warner",Clothing,Stephanie Tran,USER__038
515442,John,Curry,M,2/11/1950,29.77,2024-12-12,"Castro, Ramsey and Stokes",Clothing,Michael Williams,USER__040
268864,Francisco,Graves,M,31/10/1956,868.34,2024-11-27,"Hill, Kane and Clark",Electronics,William Willis,USER__108
351867,Teresa,Wallace,M,19/10/2004,282.84,2025-01-06,Colon-Buck,Travel,Shannon Ruiz,USER__109
289195,James,Sawyer,F,31/10/1957,228.66,2024-09-27,Martinez-Myers,Market,Travis Reed,USER__148
808812,Melinda,Obrien,M,20/10/2003,664.79,2024-10-12,Davis-Simon,Travel,Kimberly Bennett,USER__192
81470,Gwendolyn,Brown,F,31/10/1958,114.45,2024-10-22,Smith and Sons,Electronics,Wayne Madden,USER__111
459598,Joshua,Padilla,M,28/10/1971,92.1,2024-11-16,Vasquez and Sons,Clothing,Lisa Morse,USER__042
216811,Phillip,Gillespie,F,19/10/2005,177.73,2024-12-10,Williams-Carney,Electronics,Sarah Mann,USER__112
151667,Daniel,Mckenzie,M,23/10/1991,399.94,2024-11-28,Pittman-Medina,Electronics,Michael Reid,USER__174
288984,Edward,Smith,M,21/10/1998,181.52,2024-12-17,Jones-Wright,Cosmetic,Brenda Haas,USER__114
993963,Tammy,Duran,M,29/10/1964,897.07,2025-01-12,Baker Ltd,Electronics,Anita Ramirez,USER__187
197646,James,Robles,F,26/10/1976,83.71,2024-12-29,Eaton PLC,Cosmetic,Ashley Smith,USER__043
552869,Brandi,Russell,F,1/11/1952,298.58,2024-09-16,"Huang, Finley and Moore",Market,Scott Chase,USER__045
217913,Kristine,Gilbert,F,24/10/1984,762.69,2025-01-02,Grimes-Fernandez,Electronics,Joseph Jones,USER__047
539771,Amanda,Cooper,M,22/10/1992,82.19,2024-12-19,Mccullough-Jones,Cosmetic,Patrick Knight,USER__116
979764,Thomas,Leon,M,21/10/1996,732.75,2024-10-28,Tucker Group,Electronics,Scott Daniels,USER__151
295099,Michelle,Richardson,F,26/10/1977,959.18,2024-11-30,"Collins, Bradford and Wilson",Electronics,Shannon Duke,USER__048
105092,Douglas,Adams,F,30/10/1961,681.15,2024-09-02,Johnson-King,Electronics,Michael Yang,USER__049
599741,James,Ramirez,F,30/10/1961,43.37,2024-09-28,Fisher-Stephens,Restaurant,Kristin Richardson,USER__118
811052,Brian,Tucker,F,22/10/1993,214.49,2024-11-17,Barnett-Ross,Clothing,James Stewart,USER__050
88972,Gail,Hopkins,,27/10/1972,165.83,2024-10-05,"Walker, Hall and Tran",Cosmetic,Mark Anderson,USER__051
728215,Erin,Flores,F,21/10/1997,254.01,2024-10-04,"Rodgers, Bailey and Clark",Travel,Harold Smith,USER__052
740534,Erin,Rodriguez,F,2/11/1949,24.03,2024-09-03,Blankenship-Turner,Cosmetic,James Parker,USER__053
711700,Maxwell,Olson,F,30/10/1961,187.16,2024-12-02,"Norton, Morrison and Mitchell",Clothing,Rebecca Lopez,USER__054
888513,Brenda,Smith,M,31/10/1958,1315.51,2024-11-16,Martin LLC,Travel,John Davis,USER__057
371744,Samantha,Rosales,F,27/10/1975,378.64,2024-12-29,"Waller, Donovan and Martin",Market,Gwendolyn Wiley,USER__200
290758,Michael,Padilla,F,20/10/2000,74.74,2024-10-26,Arias Ltd,Cosmetic,Kathy Maldonado,USER__120
276152,Jennifer,Frost,F,27/10/1973,56.69,2024-09-20,Smith Ltd,Clothing,Sean Reilly,USER__121
91181,Jacqueline,Berry,,20/10/2003,88.56,2024-12-25,Montgomery-Andrade,Restaurant,Tina Lucas,USER__062
427,Isabella,Payne,F,28/10/1968,119.49,2024-11-04,Lynch-Rivera,Cosmetic,Anthony Armstrong,USER__157
871441,Michael,Molina,F,26/10/1977,10.42,2024-09-26,Richards-Carter,Market,Joan Marquez,USER__188
548990,Frank,Johnson,F,1/11/1954,2239.91,2024-11-04,Ferguson Group,Travel,Jacqueline Gonzalez,USER__123
570199,Lorraine,Cooper,F,21/10/1999,2154.16,2024-12-25,Martin-Lee,Travel,Erin Baker,USER__066
543888,Julie,Williams,M,27/10/1973,60.1,2024-11-25,Acosta-Torres,Restaurant,Barbara Collins,USER__068
220719,Isaiah,Hoffman,F,30/10/1960,141.93,2024-10-20,Dyer-Frazier,Cosmetic,Kelly Bush,USER__158
572368,Caleb,Stevens,M,31/10/1958,1679.76,2024-10-24,"Davis, Green and Baker",Travel,Jacqueline Gordon,USER__160
514128,Tammy,Garrett,,1/11/1955,1294.71,2024-12-25,Kim Ltd,Travel,David Barber,USER__161
168632,Nathaniel,Nichols,F,21/10/1996,1930.86,2024-09-13,"Mendoza, Garner and Murphy",Travel,Sara Gonzalez,USER__199
452255,Jenna,Dean,F,27/10/1972,151.4,2024-11-10,Cruz Inc,Cosmetic,Michelle Phelps,USER__071
781240,Kayla,King,F,2/11/1951,87.88,2024-10-29,Willis Ltd,Cosmetic,Monica Bartlett,USER__162
507070,Jessica,Moon,F,19/10/2005,82.33,2024-09-21,French-Little,Restaurant,Kelsey Pena,USER__003
710931,Dorothy,Boone,,21/10/1997,346.1,2024-09-09,"Shah, Jackson and Stewart",Electronics,Alexander Richardson,USER__005
514946,Brad,Singh,M,2/11/1951,164.15,2024-10-23,Mata LLC,Electronics,Kimberly Ball,USER__006
305687,Jeanette,Bond,M,25/10/1983,1371.94,2024-09-15,Lambert-Wood,Travel,Hunter Peters,USER__073
34772,David,Joseph,F,31/10/1959,1650.95,2024-10-24,Weeks-Sims,Travel,Amy Pierce,USER__009
135927,Donald,Lowe,F,25/10/1982,221.18,2024-10-27,Jackson PLC,Clothing,Michelle Holden,USER__180
745293,Thomas,Mcpherson,,23/10/1991,2571.04,2024-09-18,"Shaw, Jackson and Caldwell",Travel,Patrick Price,USER__075
685643,Jeffrey,Hansen,M,30/10/1963,310.15,2024-09-05,Irwin-Hall,Electronics,Daniel Pitts,USER__010
410716,David,Williams,F,2/11/1951,314.2,2025-01-09,Roman and Sons,Market,Anthony Miller,USER__181
476556,Mary,Mendoza,F,29/10/1967,739.63,2025-01-04,Clark Group,Travel,Brian Jones,USER__164
122745,John,Spears,M,24/10/1984,136.56,2024-11-04,"Conner, Erickson and Krueger",Market,Adam Hansen,USER__078
463285,Tyler,Robinson,F,25/10/1980,48.42,2024-09-29,"Thompson, Costa and Landry",Cosmetic,Betty Atkinson,USER__183
832431,Shawn,Shah,M,27/10/1975,191.67,2024-10-26,Holmes and Sons,Clothing,Sarah Warner,USER__184
142705,Aimee,Jordan,F,30/10/1961,30.36,2024-09-21,Mccann Inc,Clothing,Emily Mcdaniel,USER__080
923640,Sheila,Martin,F,1/11/1954,42.14,2024-10-20,Reyes-Hull,Clothing,Thomas Salas,USER__016
612267,Heather,Bryan,M,24/10/1985,76.35,2024-12-15,Bradley-Campbell,Clothing,Kevin Harris,USER__017
189332,Sandra,Pham,M,21/10/1999,101.68,2024-11-21,Brock LLC,Travel,Dana Hunt,USER__082
925084,Gilbert,Johnson,F,1/11/1953,55.51,2024-10-14,Love-Robinson,Restaurant,Lisa Ross,USER__019
720953,Gary,Hunt,F,26/10/1978,198.58,2024-10-25,Morris-Davidson,Cosmetic,Sydney Spencer,USER__185
189956,Misty,Carroll,F,2/11/1951,62.96,2024-09-26,Tate-Garza,Restaurant,Matthew Hobbs,USER__165
200652,Brittany,Mccarthy,M,1/11/1955,57.45,2024-10-15,"Decker, West and Dunn",Restaurant,Ann Sullivan,USER__022
998771,Cassandra,Wall,M,21/10/1997,767.58,2024-09-25,"Chaney, Gallagher and Williamson",Electronics,Sabrina White,USER__023
50741,Tiffany,Turner,M,27/10/1975,297.67,2024-12-01,Pena-Walsh,Clothing,Christina Ellis,USER__090
594927,Anne,Santiago,M,20/10/2002,59.66,2024-09-10,"Kelley, Ruiz and Williams",Cosmetic,Martha Gonzales,USER__091
669800,Robert,Mendoza,F,31/10/1957,199.33,2024-11-09,Taylor PLC,Clothing,David Morrison,USER__028
172672,Timothy,Morris,M,30/10/1962,189.82,2024-12-19,Sanchez-Schultz,Cosmetic,Nicholas Jones,USER__093
